city,state,lat,lng
North Braddock,PA,40.398960,-79.840880
North Catasauqua,PA,40.659820,-75.476850
North Charleroi,PA,40.151180,-79.907550
North East,PA,42.215610,-79.834220
North Versailles,PA,40.379790,-79.809490
North Wales,PA,40.210940,-75.278230
North Warren,PA,41.874230,-79.152270
North York,PA,39.978150,-76.733020
Northampton,PA,40.686210,-75.496850
Northern Cambria,PA,40.659230,-78.781690
Northern Liberties,PA,39.965950,-75.146290
Northumberland,PA,40.891750,-76.797470
Northwest Harborcreek,PA,42.149440,-79.994630
Norwood,PA,39.891780,-75.299630
Oak Hills,PA,40.824790,-79.913110
Oakdale,PA,40.398120,-80.185610
Oakland,PA,40.306460,-78.887520
Oakmont,PA,40.521730,-79.842270
Oakwood,PA,41.010620,-80.379510
Ogontz,PA,40.051780,-75.151290
Ohioville,PA,40.679230,-80.494790
Oil City,PA,41.433950,-79.706440
Old City,PA,39.946500,-75.146840
Old Forge,PA,41.371190,-75.734910
Old Orchard,PA,40.657880,-75.262120
Oley,PA,40.387590,-75.789640
Oliver,PA,39.918690,-79.717820
Olney,PA,40.041220,-75.123790
Olyphant,PA,41.468410,-75.602970
Orchard Hills,PA,40.586180,-79.531430
Oreland,PA,40.118440,-75.177680
Orwigsburg,PA,40.654810,-76.100770
Osceola Mills,PA,40.850060,-78.270570
Overbrook,PA,39.989280,-75.243240
Oxford,PA,39.785390,-75.978830
Oxford Circle,PA,40.050110,-75.071840
Palmdale,PA,40.297870,-76.618580
Palmer Heights,PA,40.687320,-75.262400
Palmerton,PA,40.801400,-75.611900
Palmyra,PA,40.308980,-76.593300
Palo Alto,PA,40.687310,-76.172160
Paoli,PA,40.042050,-75.476310
Paradise,PA,40.009820,-76.128570
Park Forest Village,PA,40.806730,-77.916950
Parkesburg,PA,39.958720,-75.919390
Parkside,PA,39.864280,-75.378530
Parkville,PA,39.781210,-76.963310
Parkwood Manor,PA,40.093440,-74.967950
Paschall,PA,39.924280,-75.238520
Patton,PA,40.633960,-78.650300
Paxtang,PA,40.258980,-76.831920
Paxtonia,PA,40.317310,-76.794420
Pen Argyl,PA,40.868710,-75.254900
Penbrook,PA,40.275370,-76.848030
Penn Estates,PA,41.037500,-75.239560
Penn Hills,PA,40.501180,-79.839220
Penn Wynne,PA,39.986220,-75.275460
Penndel,PA,40.152050,-74.916560
Pennsburg,PA,40.390930,-75.492120
Pennside,PA,40.337320,-75.878540
Pennsport,PA,39.927610,-75.150450
Pennville,PA,39.789540,-76.998040
Pennypack,PA,40.066780,-75.045450
Pennypack Woods,PA,40.054280,-75.016000
Penryn,PA,40.205090,-76.368290
Perkasie,PA,40.372050,-75.292680
Perryopolis,PA,40.087020,-79.750600
Philadelphia,PA,39.952380,-75.163620
Philipsburg,PA,40.896450,-78.220570
Phoenixville,PA,40.130380,-75.514910
Pine Grove,PA,40.548420,-76.384680
Pine Grove Mills,PA,40.733670,-77.885560
Pine Ridge,PA,41.145980,-74.991160
Pitcairn,PA,40.403120,-79.778100
Pittsburgh,PA,40.440620,-79.995890
Pittston,PA,41.325910,-75.789360
Pittville,PA,40.057330,-75.144620
Plains,PA,41.275360,-75.850200
Pleasant Gap,PA,40.868120,-77.746670
Pleasant Hill,PA,40.336200,-76.441630
Pleasant Hills,PA,40.335630,-79.960610
Plum,PA,40.500350,-79.749490
Plumsteadville,PA,40.387330,-75.146560
Plymouth,PA,41.240360,-75.944640
Plymouth Meeting,PA,40.102330,-75.274350
Pocono Pines,PA,41.106750,-75.454350
Pocono Ranch Lands,PA,41.164540,-74.952120
Point Breeze,PA,39.933450,-75.177960
Point Marion,PA,39.738970,-79.898670
Poplar,PA,39.965390,-75.153790
Port Allegany,PA,41.810900,-78.279740
Port Carbon,PA,40.696480,-76.168830
Port Richmond,PA,39.993450,-75.100170
Port Vue,PA,40.335900,-79.869770
Portage,PA,40.388680,-78.672240
Pottsgrove,PA,40.264820,-75.611850
Pottstown,PA,40.245370,-75.649630
Pottsville,PA,40.685650,-76.195500
Progress,PA,40.285090,-76.831360
Prospect,PA,40.904510,-80.046450
Prospect Park,PA,39.887890,-75.308240
Punxsutawney,PA,40.943680,-78.970870
Pymatuning Central,PA,41.585460,-80.479600
Quakertown,PA,40.441770,-75.341570
Quarryville,PA,39.897050,-76.163570
Queen Village,PA,39.934280,-75.148510
Radnor,PA,40.046220,-75.359910
Rankin,PA,40.412570,-79.879220
Raubsville,PA,40.635660,-75.192950
Reading,PA,40.335650,-75.926870
Reamstown,PA,40.211480,-76.123280
Red Hill,PA,40.372880,-75.481010
Red Lion,PA,39.900930,-76.605800
Reiffton,PA,40.319810,-75.873540
Reinholds,PA,40.266760,-76.115500
Rennerdale,PA,40.398400,-80.141450
Renovo,PA,41.326460,-77.750820
Republic,PA,39.962580,-79.876710
Reservoir,PA,40.406740,-78.380290
Reynolds Heights,PA,41.345060,-80.394230
Reynoldsville,PA,41.097010,-78.888640
Rhawnhurst,PA,40.061780,-75.055730
Rheems,PA,40.130090,-76.570520
Richboro,PA,40.215110,-75.010720
Richland,PA,40.359260,-76.258280
Richlandtown,PA,40.470100,-75.320460
Ridgway,PA,41.420340,-78.728640
Ridley Park,PA,39.881220,-75.323800
Rittenhouse,PA,39.948450,-75.172120
River View Park,PA,40.392590,-75.958820
Riverside,PA,40.955360,-76.628850
Roaring Spring,PA,40.335910,-78.390850
Robesonia,PA,40.351760,-76.134390
Rochester,PA,40.702290,-80.286450
Rockledge,PA,40.081220,-75.089620
Roseto,PA,40.880650,-75.214620
Rothsville,PA,40.151210,-76.251070
Roxborough,PA,40.038170,-75.222400
Royalton,PA,40.187310,-76.729970
Royersford,PA,40.184270,-75.537960
Russell,PA,41.941450,-79.135050
Russellton,PA,40.611460,-79.837000
Rutherford,PA,40.268980,-76.768030
Ryers,PA,40.063720,-75.087120
Saint Clair,PA,40.720650,-76.191050
Saint Lawrence,PA,40.327040,-75.871870
Saint Marys,PA,41.427840,-78.560860
Salix,PA,40.300080,-78.765300
Salunga,PA,40.100930,-76.424690
Sanatoga,PA,40.245100,-75.595180
Sand Hill,PA,40.359540,-76.431630
Sandy,PA,41.107840,-78.771140
Saw Creek,PA,41.112590,-75.050730
Saxonburg,PA,40.753950,-79.810050
Saylorsburg,PA,40.895650,-75.323520
Sayre,PA,41.978960,-76.515500
Schlusser,PA,40.241750,-77.176930
Schnecksville,PA,40.675140,-75.620440
Schoeneck,PA,40.241480,-76.174110
Schuylkill,PA,39.942330,-75.187120
Schuylkill Haven,PA,40.630650,-76.171050
Schwenksville,PA,40.256210,-75.463790
Scotland,PA,39.968700,-77.587210
Scottdale,PA,40.100350,-79.586980
Scranton,PA,41.409160,-75.664900
Selinsgrove,PA,40.798970,-76.862190
Sellersville,PA,40.353990,-75.304900
Seneca,PA,41.378670,-79.703940
Seven Fields,PA,40.691730,-80.062560
Sewickley,PA,40.536460,-80.184500
Shamokin,PA,40.788970,-76.558850
Shamokin Dam,PA,40.848700,-76.819690
Shanor-Northvue,PA,40.910450,-79.915620
Sharon,PA,41.233110,-80.493400
Sharon Hill,PA,39.906500,-75.271570
Sharpsburg,PA,40.494510,-79.926440
Sharpsville,PA,41.259220,-80.472010
Shavertown,PA,41.319800,-75.937980
Shawmont,PA,40.052890,-75.236010
Sheffield,PA,41.703950,-79.035600
Shenandoah,PA,40.820370,-76.200770
Shenandoah Heights,PA,40.827590,-76.206880
Shillington,PA,40.307870,-75.965490
Shiloh,PA,39.978150,-76.797190
Shinglehouse,PA,41.963680,-78.190840
Shippensburg,PA,40.050650,-77.520260
Shiremanstown,PA,40.223420,-76.953590
Shoemakersville,PA,40.500930,-75.969930
Shrewsbury,PA,39.768710,-76.679690
Sierra View,PA,41.012070,-75.459000
Simpson,PA,41.591750,-75.485180
Sinking Spring,PA,40.327310,-76.011050
Skippack,PA,40.222880,-75.398790
Skyline View,PA,40.339260,-76.725530
Slatington,PA,40.748430,-75.611850
Slippery Rock,PA,41.063950,-80.056450
Smethport,PA,41.811170,-78.444740
Somerset,PA,40.008410,-79.078080
Somerton,PA,40.123440,-75.014890
Souderton,PA,40.311770,-75.325180
South Coatesville,PA,39.974270,-75.819950
South Connellsville,PA,39.996740,-79.585870
South Greensburg,PA,40.278400,-79.544760
South Park Township,PA,40.298640,-79.994050
South Pottstown,PA,40.239540,-75.651020
South Temple,PA,40.400000,-75.922000
South Uniontown,PA,39.892850,-79.746990
South Waverly,PA,41.997570,-76.537170
South Williamsport,PA,41.232020,-76.999130
Southmont,PA,40.310630,-78.938640
Southwest Center City Philadelphia,PA,39.942810,-75.180860
Southwest Greensburg,PA,40.291180,-79.546980
Southwest Schuylkill,PA,39.944830,-75.203790
Spangler,PA,40.642850,-78.772800
Speers,PA,40.124520,-79.879770
Spinnerstown,PA,40.438990,-75.437120
Spring City,PA,40.176770,-75.547690
Spring Grove,PA,39.874540,-76.865810
Spring House,PA,40.185390,-75.227680
Spring Mount,PA,40.275660,-75.456570
Spring Ridge,PA,40.352870,-75.989940
Springdale,PA,40.540900,-79.783940
Springfield,PA,39.930670,-75.320190
Spruce Hill,PA,39.952730,-75.210340
Spry,PA,39.918430,-76.684970
State College,PA,40.793390,-77.860000
State Line,PA,39.724820,-77.724440
Steelton,PA,40.235370,-76.841360
Stewartstown,PA,39.753710,-76.591360
Stiles,PA,40.665370,-75.508240
Stoneboro,PA,41.339220,-80.105060
Stony Creek Mills,PA,40.345650,-75.869930
Stonybrook,PA,39.987040,-76.644130
Stormstown,PA,40.793390,-78.016670
Stowe,PA,40.252600,-75.677410
Strasburg,PA,39.983160,-76.184120
Strawberry Mansion,PA,39.983450,-75.182680
Stroudsburg,PA,40.986760,-75.194620
Sturgeon,PA,40.384790,-80.210890
Sugarcreek,PA,41.421450,-79.881170
Summit Hill,PA,40.824810,-75.871030
Sun Valley,PA,40.982030,-75.466020
Sunbury,PA,40.862590,-76.794410
Sunrise Lake,PA,41.309810,-74.966560
Susquehanna,PA,41.943410,-75.599630
Susquehanna Trails,PA,39.758720,-76.368020
Swarthmore,PA,39.902060,-75.349910
Swartzville,PA,40.233150,-76.078280
Swissvale,PA,40.423680,-79.882830
Swoyersville,PA,41.291750,-75.874640
Sykesville,PA,41.050340,-78.822250
Tacony,PA,40.031220,-75.044340
Tamaqua,PA,40.797310,-75.969370
Tannersville,PA,41.040090,-75.305740
Tarentum,PA,40.601460,-79.759770
Tatamy,PA,40.740930,-75.257120
Taylor,PA,41.394800,-75.706580
Telford,PA,40.322050,-75.327950
Temple,PA,40.408700,-75.921600
Terre Hill,PA,40.157320,-76.050500
The Hideout,PA,41.427360,-75.352550
Thompsonville,PA,40.290900,-80.108110
Thorndale,PA,39.992880,-75.745220
Throop,PA,41.451470,-75.611850
Tinicum,PA,40.448440,-75.107670
Tionesta,PA,41.495340,-79.455880
Tipton,PA,40.635900,-78.295850
Titusville,PA,41.627000,-79.673660
Toftrees,PA,40.826040,-77.881100
Topton,PA,40.503430,-75.701300
Torresdale,PA,40.054830,-75.004340
Toughkenamon,PA,39.831500,-75.757440
Towamensing Trails,PA,41.007870,-75.584630
Towanda,PA,41.767580,-76.442720
Tower City,PA,40.589250,-76.552460
Trafford,PA,40.385620,-79.758930
Trainer,PA,39.827610,-75.414360
Trappe,PA,40.198990,-75.476290
Treasure Lake,PA,41.173390,-78.715860
Tremont,PA,40.628420,-76.387180
Trevorton,PA,40.781200,-76.673020
Trevose,PA,40.146000,-74.985000
Trexlertown,PA,40.548150,-75.605740
Trooper,PA,40.149830,-75.401850
Troy,PA,40.915060,-78.216400
Trucksville,PA,41.303970,-75.932140
Tullytown,PA,40.139280,-74.814610
Tulpehocken,PA,40.038170,-75.195460
Tunkhannock,PA,41.538690,-75.946590
Turtle Creek,PA,40.405900,-79.825050
Tyrone,PA,40.670620,-78.238620
Union City,PA,41.899500,-79.845330
Uniontown,PA,39.900080,-79.716430
University City,PA,39.950710,-75.194760
Upland,PA,39.852610,-75.382690
Upper Roxborough,PA,40.059560,-75.238510
Upper Saint Clair,PA,40.335900,-80.083390
Valley Green,PA,40.157310,-76.792750
Valley View,PA,39.950100,-76.701080
Vandergrift,PA,40.602840,-79.564770
Verona,PA,40.506460,-79.843100
Versailles,PA,40.315630,-79.831160
Village Green-Green Ridge,PA,39.863630,-75.425480
Village Shires,PA,40.203160,-74.970450
Vinco,PA,40.405070,-78.855580
Wallenpaupack Lake Estates,PA,41.398980,-75.274020
Walnutport,PA,40.754260,-75.598800
Warminster Heights,PA,40.187050,-75.081560
Warren,PA,41.843950,-79.145040
Washington,PA,40.173960,-80.246170
Washington Square,PA,39.950020,-75.162060
Waterford,PA,41.942830,-79.984500
Watsontown,PA,41.084530,-76.863850
Waymart,PA,41.580360,-75.408240
Wayne,PA,40.044000,-75.387690
Wayne Heights,PA,39.743710,-77.553880
Waynesboro,PA,39.755930,-77.577770
Waynesburg,PA,39.896460,-80.179230
Weatherly,PA,40.941750,-75.829640
Weigelstown,PA,39.983710,-76.822470
Weissport East,PA,40.836970,-75.686430
Wellsboro,PA,41.748680,-77.300530
Wernersville,PA,40.330090,-76.080500
Wescosville,PA,40.566760,-75.552960
Wesleyville,PA,42.140330,-80.015060
West Chester,PA,39.960970,-75.608040
West Conshohocken,PA,40.069830,-75.316300
West Easton,PA,40.678710,-75.236840
West Fairview,PA,40.275090,-76.915530
West Grove,PA,39.822050,-75.827440
West Hamburg,PA,40.547590,-76.002160
West Hazleton,PA,40.958700,-75.996040
West Hills,PA,40.824230,-79.543100
West Homestead,PA,40.393960,-79.911990
West Kensington,PA,39.986500,-75.139070
West Kittanning,PA,40.810340,-79.529490
West Lawn,PA,40.329810,-75.994380
West Leechburg,PA,40.622290,-79.612820
West Mayfield,PA,40.780060,-80.338400
West Mifflin,PA,40.363400,-79.866440
West Mount Airy,PA,40.052610,-75.197960
West Newton,PA,40.209790,-79.766990
West Norriton,PA,40.129550,-75.378520
West Oak Lane,PA,40.069280,-75.166290
West Pittston,PA,41.327580,-75.792970
West Reading,PA,40.333700,-75.947430
West View,PA,40.522290,-80.034220
West Wyoming,PA,41.319800,-75.846030
West Wyomissing,PA,40.324540,-75.990770
West York,PA,39.952600,-76.751360
Westfield,PA,41.919240,-77.538870
Westmont,PA,40.315630,-78.951690
Wharton,PA,39.926780,-75.157120
Whitaker,PA,40.398400,-79.889770
White Haven,PA,41.060640,-75.774080
White Oak,PA,40.337570,-79.809210
Whitehall,PA,40.361180,-79.990890
Whitehall Township,PA,40.666760,-75.499910
Whitfield,PA,40.335930,-76.006050
Whitman,PA,39.916780,-75.155460
Wickerham Manor-Fisher,PA,40.177490,-79.906840
Wilkes-Barre,PA,41.245910,-75.881310
Wilkinsburg,PA,40.441740,-79.881990
Williamsburg,PA,40.462020,-78.199730
Williamsport,PA,41.241190,-77.001080
Williamstown,PA,40.580090,-76.617740
Willow Grove,PA,40.144000,-75.115730
Willow Street,PA,39.979270,-76.276350
Wilmerding,PA,40.390900,-79.810050
Wilson,PA,40.683990,-75.241840
Winchester Park,PA,40.055110,-75.029620
Wind Gap,PA,40.848150,-75.291570
Windber,PA,40.239800,-78.835020
Windsor,PA,39.916210,-76.584410
Wissinoming,PA,40.022330,-75.063230
Wister,PA,40.035110,-75.157950
Wolfdale,PA,40.192850,-80.287840
Womelsdorf,PA,40.361760,-76.184110
Woodbourne,PA,40.192330,-74.888780
Woodland Heights,PA,41.409780,-79.711720
Woodlyn,PA,39.872330,-75.337130
Woodside,PA,40.221780,-74.875440
Wormleysburg,PA,40.262870,-76.913860
Woxall,PA,40.310660,-75.448790
Wrightsville,PA,40.025650,-76.529970
Wyncote,PA,40.094550,-75.148790
Wyndmoor,PA,40.081220,-75.189340
Wynnefield Heights,PA,40.003450,-75.204620
Wyoming,PA,41.311750,-75.837420
Wyomissing,PA,40.329540,-75.965210
Wyomissing Hills,PA,40.337590,-75.979660
Yardley,PA,40.245660,-74.846000
Yeadon,PA,39.939000,-75.255460
Yeagertown,PA,40.643130,-77.580550
Yoe,PA,39.908990,-76.636910
York,PA,39.962600,-76.727740
Yorklyn,PA,39.992320,-76.646350
Yorktown,PA,39.973450,-75.152960
Youngsville,PA,40.781210,-75.476850
Youngwood,PA,40.240350,-79.576710
Zelienople,PA,40.794510,-80.136730
Zion,PA,40.914230,-77.684720
Ashaway,RI,41.423430,-71.785620
Barrington,RI,41.740660,-71.308660
Bradford,RI,41.398990,-71.737010
Bristol,RI,41.677050,-71.266160
Central Falls,RI,41.890660,-71.392280
Charlestown,RI,41.383160,-71.641730
Chepachet,RI,41.915100,-71.671460
Coventry,RI,41.700100,-71.682840
Cranston,RI,41.779820,-71.437280
Cumberland,RI,41.966770,-71.432840
Cumberland Hill,RI,41.974540,-71.467000
East Greenwich,RI,41.660380,-71.455890
East Providence,RI,41.813710,-71.370050
Exeter,RI,41.577600,-71.537560
Foster,RI,41.853710,-71.758120
Greenville,RI,41.871210,-71.552010
Harrisville,RI,41.965650,-71.674510
Hope Valley,RI,41.507600,-71.716180
Hopkinton,RI,41.461210,-71.777570
Jamestown,RI,41.497050,-71.367280
Johnston,RI,41.821860,-71.506750
Kingston,RI,41.480380,-71.522560
Lincoln,RI,41.921110,-71.435000
Melville,RI,41.587050,-71.283380
Middletown,RI,41.545660,-71.291440
Narragansett,RI,41.450100,-71.449500
Narragansett Pier,RI,41.432320,-71.456440
New Shoreham,RI,41.172330,-71.557830
Newport,RI,41.490100,-71.312830
Newport East,RI,41.515790,-71.287520
North Kingstown,RI,41.550100,-71.466170
North Providence,RI,41.850100,-71.466170
North Scituate,RI,41.831770,-71.587290
North Smithfield,RI,41.966770,-71.549510
Pascoag,RI,41.955650,-71.702290
Pawtucket,RI,41.878710,-71.382560
Portsmouth,RI,41.602320,-71.250330
Providence,RI,41.823990,-71.412830
Smithfield,RI,41.922040,-71.549510
South Kingstown,RI,41.447180,-71.524940
Tiverton,RI,41.625940,-71.213380
Valley Falls,RI,41.906770,-71.390610
Wakefield-Peacedale,RI,41.446060,-71.500400
Warren,RI,41.730380,-71.282550
Warwick,RI,41.700100,-71.416170
West Greenwich,RI,41.637000,-71.660040
West Warwick,RI,41.696890,-71.521940
Westerly,RI,41.377600,-71.827290
Woonsocket,RI,42.002880,-71.514780
Abbeville,SC,34.178170,-82.379010
Aiken,SC,33.560420,-81.719550
Allendale,SC,33.007930,-81.308440
Anderson,SC,34.503440,-82.650130
Andrews,SC,33.451280,-79.560900
Arcadia,SC,34.958180,-81.990660
Arial,SC,34.845950,-82.641520
Awendaw,SC,33.037670,-79.613130
Bamberg,SC,33.297100,-81.034820
Barnwell,SC,33.244870,-81.358720
Batesburg,SC,33.907920,-81.547330
Batesburg-Leesville,SC,33.910140,-81.537330
Beaufort,SC,32.431700,-80.669930
Belton,SC,34.522890,-82.494290
Belvedere,SC,33.530970,-81.944840
Bennettsville,SC,34.617380,-79.684780
Berea,SC,34.885400,-82.455960
Bishopville,SC,34.218210,-80.248410
Blacksburg,SC,35.121240,-81.515920
Blackville,SC,33.357930,-81.270660
Bluffton,SC,32.237150,-80.860390
Blythewood,SC,34.214320,-80.973980
Boiling Springs,SC,35.046510,-81.981770
Bonneau Beach,SC,33.319890,-80.000360
Brookdale,SC,33.506820,-80.823420
Buffalo,SC,34.725690,-81.683430
Burnettown,SC,33.515410,-81.849000
Burton,SC,32.435750,-80.724000
Calhoun Falls,SC,34.092340,-82.595690
Camden,SC,34.246540,-80.607020
Cane Savannah,SC,33.901820,-80.450360
Catawba,SC,34.852920,-80.911190
Cayce,SC,33.965710,-81.073980
Centerville,SC,34.532050,-82.704020
Central,SC,34.724270,-82.781250
Chapin,SC,34.165980,-81.349820
Charleston,SC,32.776320,-79.932750
Cheraw,SC,34.697660,-79.883400
Cherryvale,SC,33.955710,-80.458140
Chester,SC,34.704860,-81.214260
Chesterfield,SC,34.735990,-80.088120
City View,SC,34.861510,-82.431510
Clearwater,SC,33.496800,-81.892060
Clemson,SC,34.683440,-82.837370
Clinton,SC,34.472630,-81.880660
Clover,SC,35.111250,-81.226460
Columbia,SC,34.000710,-81.034810
Conway,SC,33.836000,-79.047810
Cowpens,SC,35.016790,-81.803990
Dalzell,SC,34.016820,-80.430080
Darlington,SC,34.299880,-79.876170
Denmark,SC,33.322650,-81.142320
Dentsville,SC,34.064040,-80.958150
Dillon,SC,34.416550,-79.371160
Due West,SC,34.333450,-82.387900
Duncan,SC,34.937900,-82.145110
Dunean,SC,34.824840,-82.419290
Easley,SC,34.829840,-82.601520
East Gaffney,SC,35.080130,-81.632870
East Sumter,SC,33.925440,-80.296190
Edgefield,SC,33.789580,-81.929560
Edisto,SC,33.476540,-80.898700
Elgin,SC,34.672930,-80.718960
Estill,SC,32.754890,-81.242050
Eureka Mill,SC,34.717640,-81.193700
Fairfax,SC,32.959050,-81.236500
Fairforest,SC,34.956510,-82.010110
Five Forks,SC,34.804840,-82.229560
Florence,SC,34.195430,-79.762560
Folly Beach,SC,32.655180,-79.940370
Forest Acres,SC,34.019320,-80.989810
Forestbrook,SC,33.722390,-78.958090
Fort Mill,SC,35.007370,-80.945080
Fountain Inn,SC,34.689010,-82.195670
Gadsden,SC,33.845710,-80.765920
Gaffney,SC,35.071790,-81.649820
Gantt,SC,34.800120,-82.424290
Garden City,SC,33.592950,-79.008650
Gaston,SC,33.817100,-81.100930
Georgetown,SC,33.376830,-79.294500
Gloverville,SC,33.525970,-81.830110
Golden Grove,SC,34.734010,-82.443740
Goose Creek,SC,32.981010,-80.032590
Graniteville,SC,33.563750,-81.807890
Great Falls,SC,34.575140,-80.902020
Greenville,SC,34.852620,-82.394010
Greenwood,SC,34.195400,-82.161790
Greer,SC,34.938730,-82.227060
Hampton,SC,32.877940,-81.127610
Hanahan,SC,32.918510,-80.022030
Hardeeville,SC,32.287140,-81.080670
Hartsville,SC,34.374040,-80.073400
Hilton Head,SC,32.216320,-80.752610
Hilton Head Island,SC,32.193820,-80.738160
Holly Hill,SC,33.322660,-80.413700
Hollywood,SC,32.734340,-80.241770
Homeland Park,SC,34.470660,-82.670690
Honea Path,SC,34.446500,-82.391510
Hopkins,SC,33.904320,-80.877030
India Hook,SC,35.007370,-81.021740
Inman,SC,35.047060,-82.090110
Inman Mills,SC,35.041510,-82.104280
Irmo,SC,34.085980,-81.183150
Irwin,SC,34.693760,-80.822290
Isle of Palms,SC,32.786840,-79.794800
Iva,SC,34.306500,-82.663740
Jackson,SC,33.325420,-81.787890
James Island,SC,32.723740,-79.962840
Joanna,SC,34.414910,-81.812400
Johnsonville,SC,33.817940,-79.449220
Johnston,SC,33.832080,-81.800940
Judson,SC,34.833170,-82.427620
Kershaw,SC,34.551820,-80.583680
Kiawah Island,SC,32.608240,-80.084820
Kingstree,SC,33.667660,-79.830630
Ladson,SC,32.985730,-80.109810
Lake City,SC,33.871000,-79.755350
Lake Murray of Richland,SC,34.120480,-81.264500
Lake Secession,SC,34.284550,-82.594570
Lake Wylie,SC,35.108480,-81.042850
Lakewood,SC,33.846830,-80.350080
Lancaster,SC,34.720430,-80.770900
Lancaster Mill,SC,34.709310,-80.794790
Landrum,SC,35.175110,-82.189280
Langley,SC,33.517910,-81.844000
Latta,SC,34.337100,-79.431160
Laurel Bay,SC,32.450190,-80.784830
Laurens,SC,34.499010,-82.014260
Leesville,SC,33.916530,-81.513440
Lesslie,SC,34.890700,-80.956470
Lexington,SC,33.981540,-81.236210
Liberty,SC,34.787890,-82.692360
Lincolnville,SC,33.006840,-80.155370
Little River,SC,33.873230,-78.614180
Loris,SC,34.056280,-78.890300
Lugoff,SC,34.227370,-80.689250
Lyman,SC,34.948170,-82.127330
Manning,SC,33.695160,-80.210910
Marion,SC,34.178220,-79.400610
Mauldin,SC,34.778730,-82.310120
Mayo,SC,35.084010,-81.859830
McColl,SC,34.668770,-79.545330
McCormick,SC,33.913460,-82.293460
Meggett,SC,32.717960,-80.238990
Monarch Mill,SC,34.716100,-81.585000
Moncks Corner,SC,33.196320,-80.014290
Mount Pleasant,SC,32.794070,-79.862590
Mullins,SC,34.205720,-79.254490
Murphys Estates,SC,33.601250,-81.944280
Murrells Inlet,SC,33.551000,-79.041430
Myrtle Beach,SC,33.689060,-78.886690
New Ellenton,SC,33.421530,-81.685670
Newberry,SC,34.274580,-81.618720
Newport,SC,34.989860,-81.100910
Ninety Six,SC,34.175130,-82.024010
North Augusta,SC,33.501800,-81.965120
North Charleston,SC,32.854620,-79.974810
North Hartsville,SC,34.393770,-80.069510
North Myrtle Beach,SC,33.816010,-78.680020
Northlake,SC,34.566220,-82.684020
Oak Grove,SC,33.980900,-81.142860
Oakland,SC,33.982930,-80.488420
Orangeburg,SC,33.491820,-80.855650
Pacolet,SC,34.899020,-81.761770
Pageland,SC,34.773210,-80.391730
Pamplico,SC,33.996000,-79.570060
Parker,SC,34.850670,-82.453460
Pendleton,SC,34.651770,-82.783750
Pickens,SC,34.883450,-82.707360
Piedmont,SC,34.702340,-82.464570
Pineridge,SC,33.910430,-81.104540
Port Royal,SC,32.378960,-80.692650
Powdersville,SC,34.791780,-82.492910
Privateer,SC,33.833210,-80.414250
Prosperity,SC,34.209310,-81.533160
Ravenel,SC,32.763230,-80.250100
Red Bank,SC,33.932090,-81.238430
Red Hill,SC,33.999610,-79.258100
Ridgeland,SC,32.480740,-80.980390
Ridgeville,SC,33.095720,-80.315370
Rock Hill,SC,34.924870,-81.025080
Roebuck,SC,34.879570,-81.966210
Saint Andrews,SC,34.043000,-81.101000
Saint George,SC,33.186000,-80.575650
Saint Matthews,SC,33.664880,-80.777870
Saint Stephen,SC,33.404330,-79.921740
Saluda,SC,34.001520,-81.772050
Sangaree,SC,33.035450,-80.127870
Sans Souci,SC,34.877900,-82.424010
Saxon,SC,34.961230,-81.967330
Seabrook Island,SC,32.577130,-80.170650
Seneca,SC,34.685660,-82.953200
Seven Oaks,SC,34.048760,-81.146480
Shell Point,SC,32.789070,-80.106760
Simpsonville,SC,34.737060,-82.254280
Slater-Marietta,SC,35.034720,-82.492650
Socastee,SC,33.683500,-78.998370
South Congaree,SC,33.910990,-81.135650
South Sumter,SC,33.881000,-80.345000
Southern Shops,SC,34.985950,-81.994550
Spartanburg,SC,34.949570,-81.932050
Springdale,SC,33.959320,-81.108980
Stateburg,SC,33.957650,-80.534810
Sullivans Island,SC,32.763230,-79.836750
Summerville,SC,33.018500,-80.175650
Sumter,SC,33.920440,-80.341470
Surfside Beach,SC,33.606000,-78.973090
Taylors,SC,34.920390,-82.296230
Tega Cay,SC,35.024310,-81.027850
Tigerville,SC,35.068450,-82.368450
Timmonsville,SC,34.134880,-79.939790
Travelers Rest,SC,34.967620,-82.443450
Union,SC,34.715410,-81.623710
Utica,SC,34.678160,-82.931540
Valley Falls,SC,35.015950,-81.974830
Varnville,SC,32.850440,-81.079270
Wade Hampton,SC,34.903730,-82.333170
Walhalla,SC,34.764820,-83.064040
Walterboro,SC,32.905170,-80.666770
Ware Shoals,SC,34.398450,-82.246790
Warrenville,SC,33.550970,-81.804000
Watts Mills,SC,34.516410,-81.985800
Wedgefield,SC,33.892660,-80.518140
Wedgewood,SC,33.883770,-80.512580
Welcome,SC,34.826510,-82.439010
Wellford,SC,34.950950,-82.105940
West Columbia,SC,33.993490,-81.073980
Westminster,SC,34.664820,-83.096540
Whitmire,SC,34.502910,-81.611490
Wilkinson Heights,SC,33.502100,-80.833150
Williamston,SC,34.618450,-82.477910
Williston,SC,33.402650,-81.420110
Winnsboro,SC,34.380700,-81.086480
Winnsboro Mills,SC,34.361810,-81.085370
Woodfield,SC,34.059320,-80.930920
Woodruff,SC,34.739570,-82.037050
York,SC,34.994300,-81.242020
Aberdeen,SD,45.464700,-98.486480
Alexandria,SD,43.653590,-97.782850
Armour,SD,43.318600,-98.346750
Baltic,SD,43.761360,-96.740330
